Player,Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS_plus,TB,GDP,HBP,SH,SF,IBB,WAR
Honus_Wagner,1897,23,LOU,NL,62,263,242,38,81,18,4,2,39,20,,15,14,0.335,0.376,0.467,0.843,125,113,,1,5,,,1.4
Honus_Wagner,1898,24,LOU,NL,151,635,588,80,176,29,3,10,105,27,,31,20,0.299,0.341,0.41,0.751,115,241,,6,10,,,3.4
Honus_Wagner,1899,25,LOU,NL,148,630,575,100,196,45,13,7,114,37,,40,36,0.341,0.395,0.501,0.895,145,288,,11,4,,,5.8
Honus_Wagner,1900,26,PIT,NL,135,580,527,107,201,45,22,4,100,38,,41,17,0.381,0.434,0.573,1.007,176,302,,8,4,,,6.5
Honus_Wagner,1901,27,PIT,NL,140,619,549,101,194,37,11,6,126,49,,53,39,0.353,0.417,0.494,0.911,159,271,,7,10,,,7.1
Honus_Wagner,1902,28,PIT,NL,136,599,534,105,176,30,16,3,91,42,,43,51,0.33,0.394,0.463,0.857,162,247,,14,8,,,7.3
Honus_Wagner,1903,29,PIT,NL,129,571,512,97,182,30,19,5,101,46,,44,17,0.355,0.414,0.518,0.931,160,265,,7,8,,,7.6
Honus_Wagner,1904,30,PIT,NL,132,558,490,97,171,44,14,4,75,53,,59,44,0.349,0.423,0.52,0.944,188,255,,4,5,,,8.3
Honus_Wagner,1905,31,PIT,NL,147,616,548,114,199,32,14,6,101,57,,54,53,0.363,0.427,0.505,0.932,175,277,,7,7,,,10.1
Honus_Wagner,1906,32,PIT,NL,142,590,516,103,175,38,9,2,71,53,,58,31,0.339,0.416,0.459,0.875,168,237,,10,6,,,9.3
Honus_Wagner,1907,33,PIT,NL,142,580,515,98,180,38,14,6,82,61,,46,40,0.35,0.408,0.513,0.921,187,264,,5,14,,,8.9
Honus_Wagner,1908,34,PIT,NL,151,641,568,100,201,39,19,10,109,53,,54,22,0.354,0.415,0.542,0.957,205,308,,5,14,,,11.5
Honus_Wagner,1909,35,PIT,NL,137,591,495,92,168,39,10,5,100,35,,66,24,0.339,0.42,0.489,0.909,177,242,,3,27,,,9.2
Honus_Wagner,1910,36,PIT,NL,150,640,556,90,178,34,8,4,81,24,,59,47,0.32,0.39,0.432,0.822,133,240,,5,20,,,5.2
Honus_Wagner,1911,37,PIT,NL,130,558,473,87,158,23,16,9,89,20,,67,34,0.334,0.423,0.507,0.93,156,240,,6,12,,,6.5
Honus_Wagner,1912,38,PIT,NL,145,634,558,91,181,35,20,7,101,26,,59,38,0.324,0.395,0.496,0.891,144,277,,6,11,,,8.1
Honus_Wagner,1913,39,PIT,NL,114,454,413,51,124,18,4,3,56,21,11,26,40,0.3,0.349,0.385,0.734,114,159,,5,10,,,3
Honus_Wagner,1914,40,PIT,NL,150,616,552,60,139,15,9,1,50,23,,51,51,0.252,0.317,0.317,0.634,94,175,,2,11,,,3.6
Honus_Wagner,1915,41,PIT,NL,156,625,566,68,155,32,17,6,78,22,15,39,64,0.274,0.325,0.422,0.747,127,239,,4,16,,,5.6
Honus_Wagner,1916,42,PIT,NL,123,485,432,45,124,15,9,1,39,11,,34,36,0.287,0.35,0.37,0.721,121,160,,8,10,,,2.6
Honus_Wagner,1917,43,PIT,NL,74,263,230,15,61,7,1,0,24,5,,24,17,0.265,0.337,0.304,0.642,95,70,,1,9,,,-0.1
